"datasetid","sitename","signal_onset_age","pastoral_baseline_mean","pastoral_threshold","pastoral_exceedance_age","pastoral_detected","arable_baseline_mean","arable_threshold","arable_exceedance_age","arable_detected","forest_baseline_mean","forest_threshold","forest_exceedance_age","forest_detected","leading_index","bc_total","bc_anthro_pct","bc_climate_tree_pct","bc_succession_tree_pct","bc_wetland_pct","bc_other_pct","classification"
53986,"Trygåsen (II)",6044,0.0024,0.0054,6044,TRUE,0,0,1178,TRUE,0.0044,-0.0037,NA,FALSE,"pastoral",0.238,1.4,48.9,6.8,24.8,18.1,"H1_anthropogenic"
4500,"Tytuvenu Tyrelis",6186,9e-04,0.0045,5218,TRUE,0,0,4476,TRUE,0.0105,-0.0126,NA,FALSE,"pastoral",0.4522,0.3,41.9,5.1,1.1,51.6,"H1_anthropogenic"
4510,"Vasikkasuo",2895,7e-04,0.0037,1631,TRUE,6e-04,0.0059,1631,TRUE,0.0031,-0.002,NA,FALSE,"pastoral",0.4242,0.2,22.2,1.1,43.4,33.1,"H1_anthropogenic"
55045,"Vaskna",6512,6e-04,0.0024,3592,TRUE,0.0052,0.0133,NA,FALSE,0.0836,0.0211,2931,TRUE,"pastoral",0.6067,0.6,26.9,6.4,4.4,61.8,"H1_anthropogenic"
48928,"Vedruka",6327,0.0169,0.0568,4126,TRUE,1e-04,0.001,5473,TRUE,0.0563,0.0136,1908,TRUE,"arable",0.3847,1.9,42.8,4.9,36.8,13.5,"H1_anthropogenic"
55053,"Velise",3816,0.02,0.1009,3307,TRUE,0,0,3816,TRUE,0.0293,-0.039,NA,FALSE,"arable",0.6047,1.1,16.6,2.6,44.1,35.5,"H1_anthropogenic"
20050,"Vestre Øykjamyrtjørn",6277,0.0094,0.0176,5087,TRUE,7e-04,0.0022,5087,TRUE,0.0356,-0.0157,NA,FALSE,"pastoral",0.3083,1.4,26.8,19,0.7,52.1,"H1_anthropogenic"
45385,"Viitna Linajärv",6753,0.0013,0.0042,3868,TRUE,0,0,3353,TRUE,0.0945,-0.0056,NA,FALSE,"pastoral",0.186,0.5,41.5,22.9,6.8,28.2,"H1_anthropogenic"
45387,"Viitna Linajärv",6386,0,0,4813,TRUE,0,0,740,TRUE,0.0739,0.0165,808,TRUE,"pastoral",0.22,0,55.9,26.5,0,17.6,"H1_anthropogenic"
55815,"Viitna Pikkjärv",6959,0.0013,0.0046,4162,TRUE,0,0,3007,TRUE,0.0944,8e-04,NA,FALSE,"pastoral",0.1947,0.8,50.2,14,1.1,33.9,"H1_anthropogenic"
49660,"Viki Mire",5993.538,0.0067,0.0252,NA,FALSE,5e-04,0.0031,NA,FALSE,0.1015,-0.0035,NA,FALSE,"none",0.5326,0.7,36.7,5.2,18.5,39,"H3_natural"
46514,"Vishnevskoe Lake",5364,0,0,4873,TRUE,0,0,NA,FALSE,0.0515,-0.0063,NA,FALSE,"pastoral",0.2784,0,34.6,6.3,1.9,57.1,"H1_anthropogenic"
45312,"Vuolep Allasasjaure",2809,0.018,0.0391,2676,TRUE,0,0,1001,TRUE,0.0021,-0.0037,NA,FALSE,"pastoral",0.2809,1.7,65.3,0.8,5.8,26.3,"H1_anthropogenic"
45311,"Vuoskkujávri",6864,0.0013,0.0072,4974,TRUE,0,0,NA,FALSE,7e-04,-0.002,NA,FALSE,"pastoral",0.3027,0.4,74.7,2.1,0.2,22.6,"H1_anthropogenic"
45389,"Väike Juusa",6942,3e-04,0.0022,6501,TRUE,0,0,1896,TRUE,0.071,-0.0682,NA,FALSE,"pastoral",0.4202,0.2,49.2,23.8,0.1,26.6,"H1_anthropogenic"
45393,"Vällamäe",4221,0,0,NA,FALSE,0,0,1093,TRUE,0.0817,0.0327,1592,TRUE,"forest",0.5102,0,44.7,3.3,1.2,50.8,"H1_anthropogenic"
45395,"Vällamäe",5951,0,0,1796,TRUE,0,0,1796,TRUE,0.1224,-0.0657,NA,FALSE,"pastoral",0.4278,0,41.2,5.6,1.4,51.8,"H1_anthropogenic"
53964,"Västragylet",6715.8,8e-04,0.0026,5725,TRUE,4e-04,0.0022,807.9,TRUE,0.1538,0.1337,6715.8,TRUE,"forest",0.1558,0.4,56.7,25.5,1.1,16.3,"H1_anthropogenic"
4523,"Vôhma Mire",6376,7e-04,0.0028,2600,TRUE,0,0,1520,TRUE,0.0602,0.0097,1893,TRUE,"pastoral",0.2854,0.1,43.6,10.8,29.8,15.7,"H1_anthropogenic"
4539,"Ylimysneva",5266,0.0039,0.0079,2958,TRUE,7e-04,0.0027,200,TRUE,0.0095,0.0027,974,TRUE,"pastoral",0.6324,0.3,30.4,3.8,42.8,22.6,"H1_anthropogenic"
22845,"Zarnowiec Peat Bog",6571,0.0095,0.0302,6571,TRUE,0.009,0.0299,NA,FALSE,0.0225,-0.0031,NA,FALSE,"pastoral",0.2588,4.2,45.4,15.2,10.1,25,"H1_anthropogenic"
62021,"Ähijärv",4,0.0024,0.0065,4,TRUE,0,0,4,TRUE,0.1456,0.0174,4,TRUE,"pastoral",0.3797,10.1,47,11.4,0.9,30.5,"H1_anthropogenic"
3882,"Åntu Sinijarv",6557,0,0,NA,FALSE,0,0,NA,FALSE,0.1765,8e-04,NA,FALSE,"none",0.2544,0,42.1,11.2,1,45.8,"H3_natural"
45704,"Øygardstjønn",1407,0.0059,0.0166,680,TRUE,1e-04,0.0011,1407,TRUE,0.0251,0.0016,NA,FALSE,"arable",0.233,2.6,59.6,17.2,1.3,19.4,"H1_anthropogenic"
45400,"Ümarjärv",6676,0,0,3891,TRUE,0,0,3919,TRUE,0.1878,0.0611,6676,TRUE,"forest",0.3048,0,44.1,19.9,0.7,35.3,"H1_anthropogenic"
